dbn,lat,long,2007type,2007enrollment,2007pi,2007overall,2007progress,2007performance,2007environment,2008type,2008enrollment,2008pi,2008overall,2008progress,2008performance,2008environment,2009type,2009enrollment,2009pi,2009overall,2009progress,2009performance,2009environment,2010type,2010enrollment,2010pi,2010overall,2010progress,2010performance,2010environment,2011type,2011enrollment,2011pi,2011overall,2011progress,2011performance,2011environment
25Q032,40.765459,-73.794323,Elementary,674,85.56701031,96.37931034,91.2371134,81.78694158,54.81099656,Elementary,560,86.58743633,49.57264957,36.92307692,75.21367521,81.53846154,Elementary,594,86.78929766,94.25675676,100,92.90540541,95.27027027,Elementary,693,87.43718593,90.42016807,73.94957983,79.66386555,96.47058824,Elementary,772,88.88888889,37.24832215,18.45637584,66.27516779,89.93288591
09X404,40.827455,-73.90392,,,,,,,,,,,,,,,HS,450,18.42105263,65.80645161,68.06451613,36.12903226,57.09677419,HS,444,5.609756098,59.3373494,72.28915663,59.03614458,69.57831325,HS,425,8.470588235,55.42168675,73.79518072,33.13253012,34.63855422
24Q128,40.715005,-73.885974,Elementary,391,95.36082474,28.96551724,4.295532646,89.86254296,97.0790378,Elementary,395,95.41595925,8.888888889,1.88034188,77.94871795,75.21367521,Elementary,438,95.48494983,40.70945946,27.53378378,68.07432432,97.12837838,Elementary,545,95.47738693,80.84033613,75.46218487,85.54621849,91.42857143,K-8,676,97.41935484,52.2875817,22.87581699,84.31372549,97.38562092
24Q125,40.740452,-73.918762,Middle,1641,64.63022508,51.21107266,41.61290323,72.66881029,61.21794872,Middle,1679,70.1183432,89.62264151,84.27672956,69.49685535,68.55345912,Middle,1626,70.55393586,78.72340426,78.11550152,65.65349544,65.95744681,Middle,1617,81.14754098,67.25146199,61.40350877,67.54385965,70.46783626,Middle,1657,78.20512821,79.94428969,71.03064067,68.80222841,75.20891365
25Q525,40.737038,-73.821532,HS,1093,99.6941896,95.76271186,86.54434251,97.88135593,85.93272171,HS,1093,99.71830986,89.78873239,88.38028169,96.83098592,86.97183099,HS,1085,99.73684211,93.22580645,96.12903226,95.16129032,87.41935484,HS,1108,99.75609756,84.3373494,81.62650602,96.68674699,84.03614458,HS,1098,99.76470588,90.36144578,90.96385542,97.89156627,79.81927711
23K137,40.682248,-73.916641,K-8,468,16.80672269,2.542372881,2.521008403,40.33613445,4.201680672,K-8,466,41.72661871,41.72661871,61.8705036,46.76258993,15.10791367,K-8,372,39.41605839,2.189781022,7.299270073,7.299270073,8.759124088,K-8,347,13.51351351,11.48648649,15.54054054,30.40540541,10.13513514,K-8,323,5.161290323,22.22222222,27.45098039,18.30065359,43.1372549
14K380,40.70179,-73.953702,Elementary,493,35.05154639,69.82758621,19.24398625,94.67353952,98.79725086,Elementary,479,30.89983022,99.14529915,91.62393162,100,100,Elementary,444,31.27090301,73.81756757,48.14189189,100,100,Elementary,506,34.17085427,99.32773109,96.97478992,97.98319328,100,Elementary,528,39.13764511,98.32214765,91.77852349,99.16107383,100
22K535,40.578356,-73.934449,HS,973,95.10703364,52.11864407,64.22018349,28.81355932,67.27828746,HS,1025,95.21126761,62.67605634,68.66197183,36.61971831,73.23943662,HS,1007,95.26315789,69.35483871,84.51612903,43.5483871,75.48387097,HS,1049,95.6097561,46.38554217,73.79518072,36.74698795,28.31325301,HS,1028,96,69.27710843,75.60240964,55.42168675,55.42168675
14K250,40.706708,-73.945659,Elementary,873,57.56013746,49.13793103,30.24054983,77.83505155,85.91065292,Elementary,867,60.61120543,52.99145299,32.13675214,75.21367521,77.26495727,Elementary,820,60.36789298,31.58783784,18.41216216,53.04054054,70.94594595,Elementary,797,57.11892797,43.36134454,36.97478992,63.02521008,68.90756303,Elementary,784,59.03814262,45.80536913,54.19463087,46.97986577,50.16778523
12X682,40.831212,-73.885804,HS,473,6.116207951,61.86440678,34.86238532,48.30508475,78.28746177,HS,490,2.816901408,97.18309859,96.47887324,54.92957746,89.78873239,HS,501,3.157894737,80.96774194,58.70967742,72.25806452,92.58064516,HS,514,3.170731707,77.71084337,34.3373494,90.96385542,96.38554217,HS,506,4.705882353,68.37349398,43.6746988,78.61445783,93.6746988
12X684,40.841376,-73.875262,HS,550,30.27522936,55.93220339,53.21100917,66.10169492,41.59021407,HS,531,20.56338028,61.61971831,59.50704225,61.61971831,58.45070423,HS,532,19.73684211,50.96774194,45.48387097,64.51612903,38.06451613,HS,512,11.95121951,50.60240964,50,51.80722892,48.19277108,HS,516,18.35294118,28.01204819,17.46987952,43.6746988,28.01204819
14K257,40.702759,-73.941345,Elementary,566,18.21305842,79.13793103,26.63230241,98.96907216,97.93814433,Elementary,567,10.86587436,95.8974359,82.90598291,96.58119658,98.29059829,Elementary,530,11.20401338,43.75,12.33108108,81.41891892,95.27027027,Elementary,528,13.23283082,92.26890756,89.91596639,78.99159664,97.4789916,Elementary,560,12.10613599,99.83221477,99.32885906,91.27516779,98.99328859
21K559,40.593028,-73.986313,,,,,,,,HS,53,41.12676056,,,,,HS,121,38.94736842,,,,,HS,153,50,,,,,HS,219,47.76470588,54.81927711,50.30120482,72.59036145,22.59036145
06M153,40.826514,-73.947599,Elementary,1054,4.810996564,91.03448276,82.3024055,43.9862543,58.41924399,Elementary,1004,10.69609508,93.33333333,80.68376068,81.02564103,78.11965812,Elementary,949,11.0367893,62.5,27.53378378,77.7027027,82.43243243,Elementary,941,18.42546064,95.6302521,96.30252101,84.53781513,83.86554622,Elementary,975,18.73963516,89.59731544,87.75167785,81.54362416,74.83221477
01M292,40.713362,-73.986051,Middle,434,41.41665929,46.71280277,33.24454967,30.54662379,52.61115032,High School Combination,829,29.99791649,29.6737975,28.57427584,42.64106652,12.93405085,High School Combination,470,30.19525855,27.10265712,28.0331405,37.56152564,15.16423179,High School Combination,511,19.86005598,11.30134573,13.78672585,25.73715916,4.589410273,High School Combination,448,13.89894419,19.49315367,25.11410545,16.72357956,24.73361412
02M560,40.729052,-74.006155,,,,,,,,HST,705,93.93939394,48.14814815,51.85185185,40.74074074,18.51851852,HST,720,95,53.125,28.125,71.875,21.875,HST,728,90.90909091,58.97435897,48.71794872,74.35897436,41.02564103,HST,681,89.36170213,10.52631579,2.631578947,57.89473684,73.68421053
02M565,40.765638,-73.959777,,,,,,,,HST,138,100,81.48148148,29.62962963,96.2962963,100,HST,147,100,87.5,68.75,93.75,96.875,HST,145,100,87.17948718,66.66666667,94.87179487,100,HST,156,100,63.15789474,47.36842105,78.94736842,100
23K041,40.660455,-73.906925,K-8,832,25.21008403,12.71186441,27.73109244,21.00840336,9.243697479,K-8,762,38.84892086,22.30215827,41.00719424,15.82733813,20.86330935,K-8,722,36.49635037,21.16788321,31.38686131,5.839416058,7.299270073,K-8,695,20.27027027,39.18918919,67.56756757,14.86486486,3.378378378,K-8,653,8.387096774,75.81699346,86.92810458,26.14379085,28.10457516
20K164,40.637101,-73.985739,Elementary,494,56.0137457,92.24137931,82.13058419,72.16494845,94.84536082,Elementary,486,44.48217317,95.04273504,84.44444444,82.22222222,99.31623932,Elementary,419,44.64882943,100,100,95.94594595,96.79054054,Elementary,415,46.06365159,97.98319328,95.79831933,90.58823529,98.65546218,Elementary,463,55.38971808,93.2885906,84.39597315,83.22147651,98.32214765
09X088,40.837019,-73.913523,,,,,,,,,,,,,,,,,,,,,,EC,292,20,74.07407407,74.07407407,74.07407407,66.66666667,EC,256,13.63636364,64.1025641,69.23076923,69.23076923,28.20512821
11X160,40.864073,-73.823816,Elementary,540,59.45017182,51.03448276,47.76632302,51.03092784,45.70446735,Elementary,508,55.68760611,77.60683761,88.54700855,70.76923077,47.00854701,Elementary,491,55.85284281,17.73648649,23.31081081,32.26351351,36.99324324,Elementary,478,55.10887772,34.45378151,44.03361345,28.57142857,28.40336134,Elementary,449,56.38474295,27.34899329,46.47651007,28.8590604,9.395973154
02M418,40.704697,-74.011202,HS,519,93.88379205,75,64.52599388,71.61016949,94.49541284,HS,548,93.52112676,84.85915493,89.43661972,74.29577465,92.25352113,HS,573,93.42105263,78.70967742,72.58064516,84.83870968,95.48387097,HS,619,93.90243902,78.61445783,75,76.20481928,89.75903614,HS,637,94.35294118,86.14457831,87.04819277,87.65060241,79.81927711
02M419,40.743407,-74.00254,HS,431,39.44954128,83.89830508,83.18042813,33.89830508,84.09785933,HS,450,27.04225352,45.07042254,53.52112676,30.98591549,46.83098592,HS,440,26.31578947,11.93548387,12.25806452,10,44.19354839,HS,452,31.70731707,22.28915663,11.74698795,25.30120482,35.24096386,HS,442,40.23529412,7.228915663,11.74698795,8.43373494,10.54216867
04M083,40.793363,-73.941955,Elementary,420,23.88316151,45.51724138,7.216494845,98.79725086,84.53608247,Elementary,426,40.40747029,89.23076923,76.75213675,100,84.61538462,Elementary,418,40.63545151,97.2972973,100,100,94.25675676,Elementary,421,35.34338358,97.81512605,97.81512605,99.15966387,92.10084034,Elementary,403,49.91708126,96.1409396,94.12751678,97.65100671,88.9261745
02M414,40.742512,-74.002222,HS,380,82.56880734,86.01694915,80.73394495,88.13559322,37.6146789,HS,422,84.22535211,82.04225352,90.14084507,80.63380282,10.91549296,HS,442,84.21052632,76.77419355,85.80645161,79.67741935,5.806451613,HS,467,85.36585366,85.54216867,90.06024096,86.44578313,10.54216867,HS,440,89.64705882,88.25301205,96.08433735,92.77108434,18.07228916
02M416,40.770288,-73.953276,HS,479,96.63608563,97.88135593,92.96636086,99.15254237,97.24770642,HS,484,96.61971831,89.43661972,93.30985915,87.67605634,89.08450704,HS,506,96.57894737,88.06451613,95.48387097,89.67741935,85.16129032,HS,498,96.58536585,85.24096386,85.24096386,90.36144578,86.14457831,HS,499,96.94117647,91.56626506,90.06024096,90.06024096,93.6746988
13K527,40.694629,-73.988323,Middle,76,65.2733119,,4.838709677,68.16720257,94.55128205,Middle,146,59.76331361,52.20125786,46.5408805,55.03144654,89.62264151,Middle,250,60.05830904,1.215805471,0.303951368,5.47112462,84.49848024,High School Combination,317,78.52525656,6.140350877,6.725146199,1.461988304,73.97660819,High School Combination,397,77.92156863,58.77437326,83.56545961,17.54874652,32.86908078
02M411,40.741888,-73.985723,HS,413,96.63608563,94.49152542,89.90825688,98.30508475,87.7675841,HS,416,95.49295775,92.6056338,95.07042254,89.08450704,93.30985915,HS,419,95.52631579,84.19354839,89.35483871,90,90.64516129,HS,440,94.63414634,72.28915663,80.72289157,81.02409639,67.1686747,HS,438,94.82352941,82.22891566,91.86746988,89.15662651,60.24096386
02M412,40.742512,-74.002222,HS,472,96.94189602,85.59322034,74.617737,92.37288136,63.30275229,HS,518,94.36619718,85.56338028,85.21126761,97.18309859,44.01408451,HS,536,94.47368421,78.38709677,74.51612903,94.51612903,58.06451613,HS,520,91.70731707,72.89156627,54.81927711,100,57.22891566,HS,524,92.47058824,83.13253012,66.56626506,99.39759036,78.61445783
02M413,40.739121,-73.985323,Middle,697,88.07241118,64.75060114,35.96724869,77.7487874,89.94942367,High School Combination,1080,84.90665889,75.17716361,71.20869873,79.64279387,77.92652139,High School Combination,687,85.0475679,63.46014315,67.2345328,79.8367487,59.54554368,High School Combination,689,83.1547381,61.49862608,43.09166491,81.83787783,65.09635031,High School Combination,676,86.5188537,75.32176058,67.89022385,90.41472296,72.1763097
13K305,40.685653,-73.94573,Elementary,447,35.91065292,69.31034483,92.78350515,14.94845361,13.23024055,Elementary,411,34.80475382,17.09401709,34.87179487,18.63247863,7.35042735,Elementary,375,35.11705686,16.55405405,18.91891892,27.53378378,17.39864865,Elementary,342,46.56616415,33.61344538,50.25210084,18.1512605,16.80672269,Elementary,328,41.95688226,32.71812081,53.18791946,15.77181208,6.040268456
13K307,40.701789,-73.981599,Elementary,333,30.92783505,6.206896552,26.11683849,6.013745704,7.560137457,Elementary,275,38.53989813,22.56410256,34.52991453,11.11111111,31.62393162,Elementary,242,38.79598662,40.37162162,64.35810811,11.48648649,39.18918919,Elementary,250,16.2479062,18.82352941,30.42016807,4.201680672,34.28571429,Elementary,263,22.55389718,23.32214765,30.53691275,17.7852349,40.43624161
13K301,40.685653,-73.94573,Middle,220,62.70096463,4.844290657,8.064516129,10.93247588,38.46153846,Middle,234,45.56213018,46.5408805,54.08805031,24.52830189,37.42138365,Middle,261,46.35568513,21.58054711,24.01215805,15.80547112,38.29787234,Middle,252,45.6284153,6.432748538,7.894736842,12.86549708,17.54385965,Middle,242,46.41025641,57.66016713,84.40111421,29.80501393,14.7632312
28Q690,40.685838,-73.783438,HS,594,76.45259939,14.83050847,13.45565749,23.30508475,48.62385321,HS,559,75.77464789,13.38028169,11.26760563,29.22535211,25.70422535,HS,575,75,17.41935484,18.06451613,34.83870968,22.25806452,HS,565,68.04878049,35.84337349,28.31325301,42.46987952,39.45783133,HS,529,61.17647059,44.27710843,39.15662651,64.75903614,71.68674699
30Q112,40.757293,-73.933562,Elementary,529,53.09278351,9.137931034,22.16494845,22.16494845,4.12371134,Elementary,535,50.76400679,62.73504274,67.35042735,53.67521368,12.30769231,Elementary,476,50.8361204,78.5472973,79.39189189,41.55405405,18.91891892,Elementary,492,50.41876047,48.90756303,56.80672269,36.63865546,18.82352941,Elementary,502,51.90713101,31.87919463,35.40268456,13.9261745,35.40268456
30Q111,40.758342,-73.939181,Elementary,398,23.02405498,50.51724138,84.53608247,4.12371134,34.36426117,K-8,412,13.66906475,76.97841727,82.01438849,52.51798561,47.48201439,K-8,362,12.40875912,59.8540146,56.93430657,48.17518248,49.6350365,K-8,404,27.7027027,6.756756757,6.756756757,6.081081081,49.32432432,K-8,423,16.77419355,37.25490196,56.8627451,7.843137255,45.75163399
26Q188,40.736063,-73.753985,Elementary,441,98.79725086,59.31034483,13.57388316,97.76632302,97.76632302,Elementary,439,99.66044143,98.63247863,97.43589744,98.11965812,98.63247863,Elementary,441,99.66555184,30.40540541,11.14864865,94.59459459,89.02027027,Elementary,507,98.82747069,92.43697479,89.74789916,98.65546218,86.8907563,Elementary,515,99.50248756,96.97986577,96.81208054,98.99328859,74.83221477
28Q505,40.709461,-73.803001,HS,3214,51.98776758,19.91525424,17.12538226,30.50847458,18.96024465,HS,3349,61.4084507,37.32394366,35.21126761,14.78873239,71.47887324,HS,3286,60.26315789,40.96774194,32.58064516,15.48387097,89.35483871,HS,3118,65.85365854,28.91566265,31.02409639,12.34939759,91.26506024,HS,3289,68.47058824,67.77108434,68.37349398,25.60240964,92.46987952
26Q186,40.749556,-73.721594,Elementary,330,90.37800687,28.27586207,7.560137457,83.16151203,82.98969072,Elementary,304,89.98302207,85.2991453,82.56410256,93.33333333,93.5042735,Elementary,270,90.13377926,47.46621622,41.21621622,72.2972973,94.25675676,Elementary,315,89.11222781,68.7394958,53.44537815,82.01680672,93.1092437,Elementary,337,88.72305141,90.26845638,87.91946309,90.60402685,89.93288591
21K177,40.608169,-73.974425,Elementary,870,75.08591065,14.13793103,8.075601375,67.6975945,36.25429553,Elementary,891,76.40067912,49.57264957,39.82905983,77.94871795,57.26495727,Elementary,768,76.92307692,52.7027027,33.27702703,76.85810811,59.12162162,Elementary,799,73.86934673,81.51260504,77.4789916,86.55462185,47.22689076,Elementary,810,75.62189055,69.79865772,66.77852349,75,53.18791946
84X419,40.834648,-73.921549,,,,,,,,,,,,,,,,,,,,,,EC,248,40,77.77777778,81.48148148,70.37037037,70.37037037,Elementary,311,29.35323383,1.510067114,0.503355705,13.25503356,94.63087248
28Q328,40.714551,-73.798658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HS,82,68.70588235,,,,
17K138,40.673943,-73.951559,K-8,1019,15.96638655,26.27118644,40.33613445,34.45378151,25.21008403,K-8,992,30.9352518,89.20863309,86.33093525,74.82014388,77.69784173,K-8,858,28.46715328,62.04379562,47.44525547,70.80291971,58.39416058,K-8,872,21.62162162,79.72972973,79.72972973,77.7027027,72.97297297,K-8,891,23.87096774,64.05228758,58.16993464,59.47712418,59.47712418
26Q162,40.748405,-73.776576,Elementary,719,92.95532646,93.79310345,83.67697595,95.70446735,78.17869416,Elementary,732,94.73684211,66.4957265,60.17094017,83.41880342,83.41880342,Elementary,708,94.81605351,60.81081081,62.33108108,63.00675676,80.74324324,Elementary,704,93.2998325,71.76470588,61.17647059,84.20168067,78.1512605,Elementary,687,94.3615257,71.97986577,61.91275168,84.39597315,77.18120805
15K530,40.686147,-73.979829,HS,402,23.85321101,11.44067797,15.29051988,27.96610169,4.892966361,HS,400,33.52112676,11.26760563,9.507042254,18.66197183,22.18309859,HS,383,32.10526316,6.774193548,10.64516129,6.129032258,25.80645161,HS,408,14.14634146,11.44578313,12.04819277,5.421686747,28.31325301,HS,290,10.35294118,,,,
02M183,40.763804,-73.957731,Elementary,599,94.1580756,79.31034483,92.09621993,34.19243986,59.96563574,Elementary,584,94.39728353,81.1965812,90.5982906,40.51282051,70.25641026,Elementary,588,94.48160535,70.27027027,100,18.41216216,27.7027027,Elementary,645,97.319933,56.97478992,49.41176471,47.39495798,60.67226891,Elementary,646,97.34660033,48.65771812,38.75838926,62.24832215,31.7114094
28Q325,40.714551,-73.798658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HS,93,76.70588235,,,,
18K233,40.651642,-73.914282,Elementary,765,35.56701031,52.4137931,38.83161512,62.37113402,65.29209622,Elementary,762,43.97283531,6.666666667,4.102564103,37.26495727,50.94017094,Elementary,687,44.14715719,78.5472973,83.61486486,49.15540541,44.08783784,Elementary,679,40.36850921,30.08403361,32.10084034,55.79831933,22.18487395,Elementary,625,41.29353234,11.91275168,11.57718121,33.05369128,44.29530201
13K011,40.685896,-73.96589,Elementary,488,57.21649485,25.51724138,11.51202749,90.37800687,17.86941581,Elementary,500,57.55517827,23.58974359,12.47863248,72.99145299,14.7008547,Elementary,468,57.52508361,37.83783784,25,69.59459459,36.99324324,Elementary,521,63.98659967,57.4789916,63.69747899,63.02521008,32.10084034,Elementary,544,64.67661692,57.2147651,55.36912752,62.24832215,53.18791946
18K235,40.655337,-73.940922,K-8,1463,66.38655462,18.6440678,1.680672269,95.79831933,76.47058824,K-8,1387,69.0647482,67.62589928,44.60431655,92.08633094,73.38129496,K-8,1343,67.88321168,24.08759124,10.2189781,82.48175182,62.77372263,K-8,1349,62.83783784,64.18918919,42.56756757,92.56756757,52.7027027,K-8,1312,61.93548387,88.88888889,87.58169935,94.77124183,69.28104575
02M347,40.738374,-73.981329,Elementary,179,61.16838488,29.31034483,94.1580756,0.343642612,14.7766323,Elementary,199,16.12903226,2.735042735,8.717948718,1.88034188,9.401709402,Elementary,129,16.38795987,54.22297297,100,6.081081081,9.797297297,K-8,132,8.783783784,59.45945946,70.94594595,32.43243243,81.08108108,K-8,154,14.19354839,96.07843137,98.03921569,43.1372549,76.47058824
15K172,40.657682,-74.000191,Elementary,548,32.4742268,98.79310345,68.04123711,100,99.14089347,Elementary,542,17.48726655,95.55555556,82.56410256,100,100,Elementary,521,17.89297659,84.7972973,70.27027027,100,100,Elementary,533,20.60301508,100,98.82352941,100,100,Elementary,543,26.03648425,98.99328859,93.62416107,100,99.83221477
84K649,40.68797,-73.932066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC,261,61.36363636,7.692307692,17.94871795,28.20512821,2.564102564
